descricao,ISO,VERSAO,IDIOMA
Workplace air — Determination of metals and metalloids in airborne particulate matter by inductively coupled plasma atomic emission spectrometry — Part 2: Sample preparation,ISO 15202-2,2020,en
Fire protection — Vocabulary — Part 2: Structural fire protection,ISO 8421-2,1987,en
Equipment for crop protection — Vocabulary,ISO 5681,2020,en
Implants for surgery — Cardiac pacemakers — Part 2: Reporting of clinical performance of populations of pulse generators or leads,ISO 5841-2,2014,en
"Fine ceramics (advanced ceramics, advanced technical ceramics) — Absolute measurement of internal quantum efficiency of phosphors for white light emitting diodes using an integrating sphere",ISO 20351,2017,en
Microbeam analysis — Analytical electron microscopy — Methods for calibrating image magnification by using reference materials with periodic structures,ISO 29301,2017,en
Fluid power — Specification of reference dictionary — Part 2: Definitions of classes and properties of pneumatics,ISO 18582-2,2018,en
Textiles — Method for the detection and determination of alkylphenol ethoxylates (APEO) — Part 2: Method using NPLC,ISO 18254-2,2018,en
Linux Standard Base (LSB) — Part 7-3: Desktop specification for S390 architecture,ISO/IEC 23360-7-3,2021,en
"Paints and varnishes — Electro-deposition coatings — Part 4: Compatibility of electro-deposition coating materials with liquid, paste-like and solid foreign materials",ISO 22553-4,2019,en
Tourism and related services — Hotels — Service requirements,ISO 22483,2020,en
Biological evaluation of medical devices — Part 11: Tests for systemic toxicity,ISO 10993-11,2017,en
"Glass-reinforced thermosetting plastics (GRP) pipes and fittings — Test methods to prove the design of locked socket-and-spigot joints, including double-socket joints, with elastomeric seals",ISO 7432,2021,en
Soft soldering fluxes — Test methods — Part 15: Copper corrosion test,ISO 9455-15,2017,en
Metallic materials — Knoop hardness test — Part 1: Test method,ISO/DIS 4545-1,,en
Cranes — Hand signals used with cranes,ISO 16715,2014,en
Measurement of liquid flow in open channels — Equipment for the measurement of discharge under ice conditions,ISO/TR 11328,1994,en
Reciprocating internal combustion engine driven alternating current generating sets — Part 11: Rotary uninterruptible power systems — Performance requirements and test methods,IEC 88528-11,2004,en
"Lubricants, industrial oils and related products (class L) — Classification — Part 9: Family X (Greases)",ISO 6743-9,2003,en
Solid biofuels — Determination of particle density of pellets and briquettes,ISO 18847,2016,en
"Condoms — Guidance on clinical studies — Part 1: Male condoms, clinical function studies based on self-reports",ISO 29943-1,2017,en
Acoustics — Methods for calculating loudness — Part 1: Zwicker method,ISO 532-1,2017,en
Tube drawing mandrels,ISO 1651,1974,en
Data quality — Part 140: Master data: Exchange of characteristic data: Completeness,ISO 8000-140,2016,en
Road vehicles — Diesel engine fuel filters — Single pass method of evaluating filtration performance of a fuel filter under cyclic flow conditions in combination with mechanical vibration,ISO/DIS 19612,,en
Space systems — Space solar panels — Spacecraft charging induced electrostatic discharge test methods,ISO 11221,2011,en
Fibre-reinforced plastics — Methods of producing test plates — Part 7: Resin transfer moulding,ISO 1268-7,2001,en
Metallic powders — Determination of particle size by dry sieving,ISO 4497,2020,en
Acoustics — Stationary audible warning devices used outdoors — Part 1: Field measurements for determination of sound emission quantities,ISO 13475-1,1999,en
Air cargo equipment — Ground equipment requirements for compatibility with aircraft unit load devices,ISO 4116,1986,en
Car radios — Coaxial aerial connectors — Part 1: Dimensions,ISO 10599-1,1992,en
Paper and board — Determination of roughness/smoothness (air leak methods) — Part 4: Print-surf method,ISO 8791-4,2021,en
Road vehicles — Clock extension peripheral interface (CXPI) — Part 3: Transport and network layer,ISO 20794-3,2020,en
"Road vehicles — Test devices for target vehicles, vulnerable road users and other objects, for assessment of active safety functions — Part 1: Requirements for passenger vehicle rear-end targets",ISO 19206-1,2018,en
Road vehicles — Media Oriented Systems Transport (MOST) — Part 9: 150-Mbit/s optical physical layer conformance test plan,ISO 21806-9,2020,en
Aerospace series — Fluid systems and components — Methods for system sampling and measuring the solid particle contamination in hydraulic fluids,ISO 5884,2018,en
Writing and marking instruments — Specification for caps to reduce the risk of asphyxiation,ISO 11540,2021,en
"Welding consumables — Solid wire electrodes, tubular cored electrodes and electrode-flux combinations for submerged arc welding of high strength steels — Classification",ISO 26304,2017,en
Petroleum and natural gas industries — Design and operation of subsea production systems — Part 10: Specification for bonded flexible pipe,ISO 13628-10,2005,en
Control charts — Part 6: EWMA control charts for the process mean,ISO/DIS 7870-6,,en
Automation systems and integration — Interoperability of capability units for manufacturing application solutions — Part 3: Verification and validation of interoperability among capability units,ISO 16300-3,2017,en
Fruit juice — Determination of soluble solids content — Pycnometric method,ISO 2172,1983,en
Road vehicles — In-vehicle Ethernet — Part 2: Common physical entity requirements,ISO 21111-2,2020,en
Software and systems engineering — Software testing — Part 11: Guidelines on the testing of AI-based systems,ISO/IEC TR 29119-11,2020,en
Protective gloves against dangerous chemicals and micro-organisms — Part 1: Terminology and performance requirements for chemical risks,ISO/DIS 374-1,,en
Road vehicles — Ignition systems — Part 2: Electrical performance and function test methods,ISO 6518-2,1995,en
Internal protection by polymeric lining for ductile iron pipes — Requirements and test methods — Part 2: Epoxy lining,ISO 24131-2,2023,en
Railway applications — Driving simulator for drivers' training,ISO 23019,2022,en
Carbon based films — Classification and designations,ISO 20523,2017,en
Metal chrome — Specification and conditions of delivery,ISO 10387,1994,en
Language resource management — Component metadata infrasctructure (CMDI) — Part 2: Component metadata specification language,ISO 24622-2,2019,en
Hydrogen detection apparatus — Stationary applications,ISO 26142,2010,en
Data quality — Part 81: Data quality assessment: Profiling,ISO/TS 8000-81,2021,en
Hydraulic fluid power — Multi-pass method of evaluating filtration performance of a filter element under cyclic flow conditions,ISO 23369,2022,en
Footwear — Test methods for outsoles — Dimensional stability,ISO 20873,2018,en
Glass containers — Vacuum lug finishes — Part 11: 82 regular,ISO 9100-11,2005,en
Welding and allied processes — Guidelines for measurement of welding energies,ISO/TR 18491,2015,en
Preparation of steel substrates before application of paints and related products — Test methods for metallic blast-cleaning abrasives — Part 2: Determination of particle size distribution,ISO 11125-2,2018,en
Equipment for planting — Potato planters — Method of testing,ISO 5691,1981,en
Health informatics - Health informatics profiling framework,ISO/TR 17119,2005,en
Passive neutron dosimetry systems — Part 2: Methodology and criteria for the qualification of personal dosimetry systems in workplaces,ISO 21909-2,2021,en
Geometrical product specifications (GPS) — Series of conical tapers and taper angles,ISO 1119,2011,en
Surface active agents — Detergents for washing fabrics — Guide for comparative testing of performance,ISO 4319,1977,en
Information technology — Data communication — 25-pole DTE/DCE interface connector and contact number assignments,ISO 2110,1989,en
Vibration and shock generating systems — Vocabulary,ISO 15261,2004,en
Animal (mammal) traps — Part 5: Methods for testing restraining traps,ISO 10990-5,1999,en
Metallic materials — Fatigue testing — Statistical planning and analysis of data,ISO 12107,2012,en
"Tolerances for fasteners — Part 1: Bolts, screws, studs and nuts — Product grades A, B and C",ISO 4759-1,2000,en
Dried milk and dried milk products — Determination of insolubility index,ISO 8156,2005,en
Reference radiation fields for radiation protection — Definitions and fundamental concepts,ISO 29661,2012,en
Information technology — Telecommunications and information exchange between systems — Broadband Private Integrated Services Network — Inter-exchange signalling protocol — Generic functional protocol,ISO/IEC 19058,2001,en
Industrial automation systems and integration — Product data representation and exchange — Part 304: Abstract test suite: Mechanical design using boundary representation,ISO/TS 10303-304,2001,en
"Tools for pressing — Guide pillars — Part 5: Type D, end-locking pillars with flange",ISO 9182-5,2020,en
"Medical electrical equipment — Part 2-26: Particular requirements for the basic safety and essential performance of electroencephalographs
Appareils électromédicaux — Partie 2-26: Exigences particulières pour la sécurité de base et les performances essentielles des électroencéphalographes",IEC 80601-2-26,2019,"en,fr"
